City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,MaxTemp,WindSpeed
530,basco,79,PH,1616048289,85,20.4487,121.9702,77.86,16.6
531,ruwi,1,OM,1616048290,58,23.5996,58.5507,86,5.75
532,humaita,100,BR,1616048290,97,-7.5061,-63.0208,73.74,1.21
533,mims,1,US,1616048291,83,28.6653,-80.8448,73.4,11.5
534,nhulunbuy,75,AU,1616048291,83,-12.2333,136.7667,78.8,11.5
535,the pas,75,CA,1616048292,69,53.8251,-101.2541,28.4,9.22
536,longford,98,IE,1616048292,95,53.7333,-7.8,48.34,6.38
537,novyy yarychiv,90,UA,1616048292,80,49.9044,24.3052,32,11.18
538,port macquarie,90,AU,1616048193,100,-31.4333,152.9167,66.2,8.05
539,nguru,17,NG,1616048293,18,12.8791,10.4526,77.58,6.93
540,arcata,1,US,1616048275,87,40.8665,-124.0828,48.99,3.44
541,la palma,1,US,1616048294,87,33.8464,-118.0467,54,3.44
542,san quintin,0,MX,1616048294,82,30.4833,-115.95,54.9,8.97
543,lukovetskiy,40,RU,1616048295,78,64.2956,41.9211,6.8,2.24
544,bonthe,100,SL,1616048295,75,7.5264,-12.505,76.01,2.13
545,cuicatlan,29,MX,1616048296,78,17.8,-96.9667,73.65,2.48
546,dudinka,61,RU,1616048296,87,69.4058,86.1778,-21.15,10.11
547,bone,100,DE,1616048297,96,51.9669,12.1396,30,3.83
548,calvinia,0,ZA,1616048297,63,-31.4707,19.776,59,5.75
549,ialibu,72,PG,1616048298,97,-6.2821,143.9935,59.13,2.95
550,gunjur,0,GM,1616048298,84,13.2019,-16.7339,67.12,10.8
